phase,stage_id,parent_id,stage,arm,id,family,tau,x,slot,target,z_before,increment,z_after,r,u,pure,cross,residual,abs_residual,status,program_sha256
B,P04_s0_W2,P04,W2,REVISED,LEFT:t=1/512:x=7/8:s=1,LEFT,1/512,7/8,1,1.12499892081743405189043209876543209876543209876543209876543209876543210992,1.06065966215522812130819505301077208263241411153012520644869597357979767881,0.000000000889645191862575642009293459530782604536289053913166788815475491147669916492,1.06065966304487331317077069502006554216319671606641426036186276239527317138,0.00000000189419139450704600360760518066186797821340092357716184301988826742503241001,0.0606596621552281213081950530107720826324141115301252064486959735797976788064,-0.000000000114901009990426152184819236281655023794450306924081565658666574646974347804,0.000000000107931153552813881314826192620568479746081362989429809138897693890912167017,-0.00000000000696985643761227086999304366108654404836894393465175651976887023503323247296,0.00000000000696985643761227086999304366108654404836894393465175651976887023503323247296,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,LEFT:t=1/512:x=15/16:s=0,LEFT,1/512,15/16,0,0.997778787372024197370933335893782948285718972251527368205856948480153112329,0.998888779579884209362944043598681981751820235521486030624971069731292298047,-0.00000000330294938810543889165399561944551018526193708483048999619804235396857719135,0.998888776276934821257505151944686362306310050259548945794481073533249945673,-0.00000000659856630366919544748592419363572782756874724097328806082834550073556197021,-0.00111122042011579063705595640131801824817976447851396937502893026870770195282,-0.00000000000733246163220767543597385592424890507744637007623297551663421240325041619044,0.00000000000734060961334343884656079532168304175737191194119998153607017755457837641345,0.00000000000000814798113576341058693939743413667992554186496700601943597089138496414414587,0.00000000000000814798113576341058693939743413667992554186496700601943597089138496414414587,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,LEFT:t=1/512:x=15/16:s=1,LEFT,1/512,15/16,1,1.49999899040575358040684444188399482949205880552625040957192082929762467422,1.21874949190296566077003121748178980228928199791883454734651404786680542418,0.00721963271945514115087834808217823127551271819728687752504180972538973609539,1.22596912462242080192090956556396803356479471611612142487155585759219515413,0.0146486663920166196835890286340524892529088565808555566124320900052858672399,0.218749491902965660770031217481789802289281997918834547346514047866805424185,-0.000157277856502510144981836041423274116057721453957411658608287433622331608528,0.00315858197821367670625508357665349751271529496793229659882251074690555399287,0.00300130412171116656127324753523022339665757351397488494021422331328320816409,0.00300130412171116656127324753523022339665757351397488494021422331328320816409,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,LEFT:t=1/512:x=63/64:s=0,LEFT,1/512,63/64,0,0.997985340465601978814665839856740055390269540514690821841252991932143107043,0.998992165979149436652626998831884955324100060937131322575175982891203461465,-0.0000000036146945900129331182734392129073537022110992314404139732870564899203060934,0.998992162364454846639693880558445742416746358726032091134762009604146969372,-0.00000000722211047830434417644145120178518007783901138640553505932827887970660596818,-0.00100783402085056334737300116811504467589993906286867742482401710879653853544,-0.00000000000727868865550508103666057871969833385477311198994516741193038489283264964337,0.00000000000728602436559902593358626834397962808639999072195936367281134880389809085844,0.000000000000007335710093944896925689624281294231626878732014196260880962372640106365611,0.000000000000007335710093944896925689624281294231626878732014196260880962372640106365611,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,LEFT:t=1/512:x=63/64:s=1,LEFT,1/512,63/64,1,8.99999903847115791032617568193716269089342912413635478158530281557604536999,-3.00000048437596875193750387500775001550003100006200012400024800049600091897,-0.0000019338924446106889759730232663666881665866078777888333628755506064045117134,-3.00000241826841336262647984803101638218819758666987791283361087604660732348,-0.0000038677848892213779519460465327333763331732157555776667257511012128090234268,-4.00000048437596875193750387500775001550003100006200012400024800049600091897,0.00000000000373993998732230672890959551070045494565613231097910915435361743551653992067,0.0000154711414303475644484944130252535832655778901731413501723032637346435100712,0.0000154711451702875517708011419348490939660328358292736611514124180882262042162,0.0000154711451702875517708011419348490939660328358292736611514124180882262042162,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/64:s=0,RIGHT,1/512,1/64,0,9.00000369633275844306866128525156458596940862520778295994461811408829920284,-2.99999815088757396449704142011834319526627218934911242603550295857988166433,0.0000073955019477196611469305708822544706466815685635852907502880934826006917679,-2.99999075538562624483589448954746094079562550778054884074475267048639906364,0.0000147910038954393222938611417645089412933631371271705815005761869652013835358,-3.99999815088757396449704142011834319526627218934911242603550295857988166433,0.0000000000546934490587253016361284922334703155659567077873463234200440113158803781686,-0.0000591639882315281925790645858059245142323628788283252121513774169137142523771,-0.0000591639335380791338537629496774322807620473128716174248050539968696145685947,0.0000591639335380791338537629496774322807620473128716174248050539968696145685947,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/64:s=1,RIGHT,1/512,1/64,1,0.997980682604001446072180236542338160314290039443262643481937693419889274192,0.998989830136257114359478424665321797642288222638177473526976788349981451241,0.000000000945120569918703478456360341394159400744799595486731393217032881472849645381,0.998989831081377684278181903121682139036447623382977069013708181567014330947,0.00000000188833360303308241463861091976081114889871067777786808500587461966765589181,-0.00101016986374288564052157533467820235771177736182252647302321165001854875892,0.00000000000190753769757743395756463347343278897366903534127071828165003168610602270728,-0.00000000000190946463467075022784811467334930362720271255368151249926082092264871608814,-0.00000000000000192693709331627028348119991651465353367721241079421761079072081079216553514,0.00000000000000192693709331627028348119991651465353367721241079421761079072081079216553514,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/16:s=0,RIGHT,1/512,1/16,0,1.50000337712424249940477047769588339712453506835800366544365190527456620219,1.21875168955449826989619377162629757785467128027681660899653979238754325786,0.00721918422195549888110099747592130895935356116610438536390820388910923848655,1.22597087377645376877729476910221888681402484144292099436044799627665249592,0.0146476963322983721301741186963503455566659097032940714493271246804641115098,0.218751689554498269896193771626297577854671280276816608996539792387543257859,-0.000157211267556843146238955814224878497693261582024724764056474429920749614327,0.00315841749151588284842935447596764041851746196765190137807257948385678140531,0.00300120622395903970219039866174276192082420038562717661401610505393604300446,0.00300120622395903970219039866174276192082420038562717661401610505393604300446,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/16:s=1,RIGHT,1/512,1/16,1,0.997774400653535278373007300081894380653242709419774112334125872503211566248,0.998886579483855931394831407867952766838009776761796093382725518563630364432,0.000000000991391429929542312761350164304338245903143728175843417118314172577055328747,0.998886580475247361324373720629302931142348022664939821558568935681944539011,0.00000000198057764505920705116198853661256438049963374962676269470444864426347266937,-0.00111342051614406860516859213204723316199022323820390661727448143636963556791,0.00000000000220521578273454169845439738904077323849880425318921420936197931100452829486,-0.00000000000220767111522591445200924217789919837435617587313828972108436205776145136495,-0.0000000000000024553324913727535548447888584251358573716199490755117223796797764206553225,0.0000000000000024553324913727535548447888584251358573716199490755117223796797764206553225,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/8:s=0,RIGHT,1/512,1/8,0,1.12500301196251386477623456790123456790123456790123456790123456790123457824,1.0606615874024278442813031868351318859706421397044038894036679474095754631,0.00000000421362590241860104971120754082084561092027917396021994922820920683729171021,1.06066159161605374669990423654633942679148775062468306336388789663778467554,0.00000000897147578367749457289492077478947181370809724309501466173013034862798657067,0.0606615874024278442813031868351318859706421397044038894036679474095754630968,-0.000000000544223961085649227939535637637486325647339232946721240616834332399380291163,0.000000000511210471921399733027052283050777556675571662641811752074215283614431236413,-0.0000000000330134891642494949124833545867087689717675703049094885426190383326663780206,0.0000000000330134891642494949124833545867087689717675703049094885426190383326663780206,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/8:s=1,RIGHT,1/512,1/8,1,0.997445967629322869917642983119173595364071554547745023935500125976316451963,0.998722166328031681786352048207077426260010250802408533755769193229334296115,0.00000000105853404881408658750161837091380274287505355314253447872956062934343282643,0.998722167386565730600438635708695797173812993677462086898303671958894925369,0.00000000211436629030946166521577349791519528863466041442957979540146429340303194961,-0.0012778336719683182136479517929225737399897491975914662442308067706657038848,0.00000000000270180843920584228620629035633577049458298919261283602215646542229756596304,-0.00000000000270526090099919051970449169956267602912973091164162962470696342692373166895,-0.00000000000000345246179334823349820134322690553454674171902879360255049801275659695706853,0.00000000000000345246179334823349820134322690553454674171902879360255049801275659695706853,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/4:s=0,RIGHT,1/512,1/4,0,1.03125243897340735610650510204081632653061224489795918367346938775510204085,1.01550600235515112387527346198651386717185789534842761910054349259786050419,-0.000000000908654902816268211458298530093572630269476192604645960161564589543251579021,1.01550600144649622105900525052821533707828526507895142649589753243629591049,-0.00000000184593284384439861882630085948721272635704673996491751289674850262727576781,0.0155060023551511238752734619865138671718578953484276191005434925978605041942,0.0000000000286230390375159283217456273430723147532624968672697690418235799905736536954,-0.000000000028179210126177340938767680863717149346831295401791881911343152501298374242,0.000000000000443828911338587382977946479355165406431201465477887130480412045015190226655,0.000000000000443828911338587382977946479355165406431201465477887130480412045015190226655,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/4:s=1,RIGHT,1/512,1/4,1,0.996525338804370421671272675736961451247165532879818594104308390022675735926,0.998261156400918565276660359415607906432878909065366073379009651856657941678,0.00000000121484436913798948656448026020362954568228593094322640618371202222885604058,0.998261157615762934414649845980088166636508454747652004322236058040369967233,0.00000000242547122464065611933426521135519398516517465370613496428928573755826020519,-0.00173884359908143472333964058439209356712109093463392662099034814334205832175,0.00000000000421751511116969502097497153922620364179438029255265743252285104230741718008,-0.00000000000422484871031143336308683075062339466340095471335383703180013237230177016982,-0.00000000000000733359914173834211185921139719102160657442080117959927727425673499391448993,0.00000000000000733359914173834211185921139719102160657442080117959927727425673499391448993,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/2:s=0,RIGHT,1/512,1/2,0,1.00781419210963779025607638888888888888888888888888888888888888888888889291,1.00389949466828474982177121519224724745762296286085841226907329634159791359,-0.00000000163639375738510208783108522459000684862797163732518947883897016830083476404,1.00389949303189099243666912736116202286761611423288677494388381750262775375,-0.0000000032855996905785135441859827022379718759735638491047254016983153502648781365,0.0038994946682847498217712151922472474576229628608584122690732963415979135902,0.0000000000128121784860938977327446068751688608775416364381134138380635501681644175291,-0.000000000012762217464275308089791842983425778218071626032968073381842646965665684161,0.0000000000000499610218185896429527638917430826594700104051453404562209101245343112175952,0.0000000000000499610218185896429527638917430826594700104051453404562209101245343112175952,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=1/2:s=1,RIGHT,1/512,1/2,1,0.992185807890362209743923611111111111111111111111111111111111111111111107086,0.996085239628097652606988141743703795626673453534081215447021572040045280222,0.00000000164912951434231697617111046962765897119445560558094833719205038681848592613,0.996085241277227166949305117914814265254332424728536821027969909232095663172,0.00000000328539748752467543742281620947654506378353216709496990068569735355356682164,-0.00391476037190234739301185825629620437332654646591878455297842795995471977769,0.0000000000128615438795866699943309829899797700150576573932708411242857630263486737871,-0.0000000000129118937417637326892818324300718187215697398855909438980712181309021901388,-0.0000000000000503498621770626949508494400920487065120824923201027737854626766818852877886,0.0000000000000503498621770626949508494400920487065120824923201027737854626766818852877886,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=3/4:s=0,RIGHT,1/512,3/4,0,1.00347346306928431366035997732426303854875283446712018140589569160997731701,1.00173522840813980104890649171156623042555150512637785162946546048836348011,-0.00000000237817799953315565848284084099363880650783171074187865275376418795874519267,1.0017352260299618015157508332287253894319126986185461408875868077345992834,-0.00000000476462370382542008712670975018805333985985336025629931197363773250310558443,0.00173522840813980104890649171156623042555150512637785162946546048836348010974,0.00000000000826771041483936762455018357753029715591977276323781895532470515584061321792,-0.00000000000825336404880602843061289784968753691746408974362853295647723694419038826989,0.0000000000000143463660333391939372857278427602384556830196092859988474419994060294347961,0.0000000000000143463660333391939372857278427602384556830196092859988474419994060294347961,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=3/4:s=1,RIGHT,1/512,3/4,1,0.968748759152937908561862244897959183673469387755102040816326530612244897161,0.984250351634947891790146194892564721138273121583246415276298507407891416428,0.00000000226482680884552965166176837208966604912450859058039086026330454730959958476,0.984250353899774700635675846554333093227939170707755005856689367671195965722,0.00000000445941933643638059828056551385059561701205197363458411926862052428594126625,-0.0157496483650521082098538051074352788617268784167535847237014925921085835724,0.0000000000702342863841191791083965391286063886666258660050259015473154722118017251241,-0.0000000000713404516941203593729832727582877327474076279195677963396794366314590071624,-0.00000000000110616531000118026458673362968134408078176191454189479236396085972147275871,0.00000000000110616531000118026458673362968134408078176191454189479236396085972147275871,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=7/8:s=0,RIGHT,1/512,7/8,0,1.00255209959072921341569035021415973796926177878558830939783320735701686893,1.0012752396198782622617157612648348222700211970659465556831665785903561938,-0.0000000029388052473195174703580871292366406392075155519869788283901960548488295151,1.00127523668107301494219829090674769303338055785843100369618775020016014102,-0.00000000588511541836256696863147358648881481685502644705827671503554459842991788682,0.00127523961987826226171576126483482227002119706594655568316657859035619380295,0.0000000000075049323601083095880295739106518008716396606720155990844967254004531949349,-0.0000000000074953617729759679468325547762537239110247036421447767924720996481167008586,0.00000000000000957058713234164119701913439807696061495702987082229202461568872313440741556,0.00000000000000957058713234164119701913439807696061495702987082229202461568872313440741556,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=7/8:s=1,RIGHT,1/512,7/8,1,0.874998920817434051890432098765432098765432098765432098765432098765432100863,0.93541376911862796032297868957378047344214520462021549700053355887138553891,0.00000000072429988417620998644518497424133718559794863543848847239243875625262863192,0.935413769842927844499188676018965447683482390218164132439022031263824293172,0.00000000136071623592735959915325990004365227214393993668520925502134081470819690518,-0.0645862308813720396770213104262195265578547953797845029994664411286144610896,0.0000000000878835329496706959547812499538501567780566296138714578168955919836473665925,-0.0000000000935595990935114499341241738215736620670525809732851000248813342624635256381,-0.00000000000567606614384075397934292386772350528899595135941364220798574858263333848128,0.00000000000567606614384075397934292386772350528899595135941364220798574858263333848128,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=15/16:s=0,RIGHT,1/512,15/16,0,1.00222323181646864181537778033822739273016341669597181265030139292459753923,1.00111100204474715052535106650701542182372673224678920079043833570706375905,-0.00000000329561903934031220053130514142503982711474160404131969399876006117661330279,1.00111099874912811118503886597571028039868690513204759674911864170830369565,-0.0000000065985690915847825923271247314399365892369435717397359061297102678201458181,0.00111100204474715052535106650701542182372673224678920079043833570706375904975,0.00000000000733102376526304372687670425557960803581729818393628443089150506080106255714,-0.00000000000732287898282945352597701855399304336096396020058009977628862999136801208314,0.00000000000000814478243359020089968570158656467485333798335618465460287077433171811660771,0.00000000000000814478243359020089968570158656467485333798335618465460287077433171811660771,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=15/16:s=1,RIGHT,1/512,15/16,1,0.499998990405753580406844441883994829492058805526250409571920829297624660639,0.718749491902965660770031217481789802289281997918834547346514047866805406074,-0.00830092085250885977318987694207885422890457275015494802052693106395434749584,0.710448571050456800996841340539710948060377425168679599325987116802851060842,-0.0166018417050177195463797538841577084578091455003098960410538621279086949917,-0.281250508097034339229968782518210197710718002081165452653485952133194593926,0.0000689052869996164153082906183964035675982891111949985469294504718784426093571,0.00466927641488276851126776806476763984182446516324397545529398071705508760345,0.00473818170188238492657605868316404340942275427443897400222343118893354124942,0.00473818170188238492657605868316404340942275427443897400222343118893354124942,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=63/64:s=0,RIGHT,1/512,63/64,0,1.00201658259208220053298279626893456282287221121259961498814137691576618921,1.00100778708968825988217795512065459367732131516105678284630229050382640417,-0.00000000360741706143270158077445731866970543387727123405647714031753071081546001853,1.00100778348227119844947637434619727500761588128378554878982515018629569285,-0.00000000722211246156414085888278207441790822773740076608705085824084106000945294097,0.00100778708968825988217795512065459367732131516105678284630229050382640417071,0.0000000000072783517121955524496152878806218667583909214623220545131306363737513379041,-0.00000000000727101668326607387432560997216125087212419614820637852653258411424528253442,0.00000000000000733502892947857528967790846061588626672531411567598659805314355623761990454,0.00000000000000733502892947857528967790846061588626672531411567598659805314355623761990454,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,RIGHT:t=1/512:x=63/64:s=1,RIGHT,1/512,63/64,1,-7.00000096152884208967382431806283730910657087586364521841469718442395463001,-11.000000484375968751937503875007750015500031000062000124000248000496000919,-64.0000058089001946261890069730852664906884145871038787808353468795186129594,-75.0000062932761633781265108480930165061884455871658789048355948800146141681,-128.000011617800389252378013946170532981376829174207757561670693759037225919,-12.000000484375968751937503875007750015500031000062000124000248000496000919,4096.00074353925865547366402073143867616550411369118636210073613015528804202,1536.00020141373429865985497411226041738091707173513801128677198749001376355,5632.00094495299295413351899484369909354642118542632437338750811764530184267,5632.00094495299295413351899484369909354642118542632437338750811764530184267,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/64:s=0,BOTH,1/512,1/64,0,-6.99999630366724155693133871474843541403059137479221704005538188591170079716,-10.9999981508875739644970414201183431952662721893491124260355029585798817368,-63.9999778115986439963151844303758633076595308332243358229932733805455719455,-74.9999759624862179608122258504942065029258030225734482490287763391254531028,-127.999955623197287992630368860751726615319061666448671645986546761091143891,-11.9999981508875739644970414201183431952662721893491124260355029585798817368,4095.99715988511875668307871324718006671021180174810118382944353278291163796,1535.9992307920589810645082269385457549760502353393558303718983873414022316,5631.99639067717773774758694018572582168626203708745701420134192012431379538,5631.99639067717773774758694018572582168626203708745701420134192012431379538,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/64:s=1,BOTH,1/512,1/64,1,0.997980682604001446072180236542338160314290039443262643481937693419889274192,0.998989830136257114359478424665321797642288222638177473526976788349981451241,0.000000000945120569918703478456360341394159400744799595486731393217032881472849645381,0.998989831081377684278181903121682139036447623382977069013708181567014330947,0.00000000188833360303308241463861091976081114889871067777786808500587461966765589181,-0.00101016986374288564052157533467820235771177736182252647302321165001854875892,0.00000000000190753769757743395756463347343278897366903534127071828165003168610602270728,-0.00000000000190946463467075022784811467334930362720271255368151249926082092264871608814,-0.00000000000000192693709331627028348119991651465353367721241079421761079072081079216553514,0.00000000000000192693709331627028348119991651465353367721241079421761079072081079216553514,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/16:s=0,BOTH,1/512,1/16,0,0.500003377124242499404770477695883397124535068358003665443651905274566211248,0.718751689554498269896193771626297577854671280276816608996539792387543257859,-0.00830030705660167898681605483867603829433140500994465977706654146599631078759,0.7104513824978965909093777167876215395603398752668719492194732509215469516,-0.0166006141132033579736321096773520765886628100198893195541330829319926215752,-0.281248310445501730103806228373702422145328719723183391003460207612456742141,0.0000688950972338716278157944795062673189975062617194623729488690976878204276842,0.00466889467169619542462681436733121135174256823154471879213690693952119329359,0.00473778976893006705244260884683747867074007449326418116508577603720902199873,0.00473778976893006705244260884683747867074007449326418116508577603720902199873,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/16:s=1,BOTH,1/512,1/16,1,0.997774400653535278373007300081894380653242709419774112334125872503211566248,0.998886579483855931394831407867952766838009776761796093382725518563630364432,0.000000000991391429929542312761350164304338245903143728175843417118314172577055328747,0.998886580475247361324373720629302931142348022664939821558568935681944539011,0.00000000198057764505920705116198853661256438049963374962676269470444864426347266937,-0.00111342051614406860516859213204723316199022323820390661727448143636963556791,0.00000000000220521578273454169845439738904077323849880425318921420936197931100452829486,-0.00000000000220767111522591445200924217789919837435617587313828972108436205776145136495,-0.0000000000000024553324913727535548447888584251358573716199490755117223796797764206553225,0.0000000000000024553324913727535548447888584251358573716199490755117223796797764206553225,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/8:s=0,BOTH,1/512,1/8,0,0.875003011962513864776234567901234567901234567901234567901234567901234569185,0.935415951066245563738764616477957074960469023080281252778274520143349901666,0.00000000556423223591304327283546937517343226847246637360506292868218423926892183987,0.935415956630477799651807889313426450133901291552747626383337448825534142093,0.0000000104533451497633908546104108668466878850388681405913348199896641048988828885,-0.0645840489337544362612353835220429250395309769197187472217254798566500983337,0.000000000675119353023376066234392730655861767366811062892435657914044589846600314301,-0.000000000718721294005963690460920117306534142544314670175282073712242282730827251539,-0.0000000000436019409825876242265273866506723751775036072828464157981976836248704519732,0.0000000000436019409825876242265273866506723751775036072828464157981976836248704519732,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/8:s=1,BOTH,1/512,1/8,1,0.997445967629322869917642983119173595364071554547745023935500125976316451963,0.998722166328031681786352048207077426260010250802408533755769193229334296115,0.00000000105853404881408658750161837091380274287505355314253447872956062934343282643,0.998722167386565730600438635708695797173812993677462086898303671958894925369,0.00000000211436629030946166521577349791519528863466041442957979540146429340303194961,-0.0012778336719683182136479517929225737399897491975914662442308067706657038848,0.00000000000270180843920584228620629035633577049458298919261283602215646542229756596304,-0.00000000000270526090099919051970449169956267602912973091164162962470696342692373166895,-0.00000000000000345246179334823349820134322690553454674171902879360255049801275659695706853,0.00000000000000345246179334823349820134322690553454674171902879360255049801275659695706853,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/4:s=0,BOTH,1/512,1/4,0,0.968752438973407356106505102040816326530612244897959183673469387755102040846,0.984252224178693858485701506959723256358471746399637423067854435853684062197,-0.00000000092803718140241442647032024601377561503234245279462307681335234371236535842,0.984252223250656677083287080489403010344696131367294970273231359040331721246,-0.00000000182729847518481235387020977692608322281703786275329385186256875015113002551,-0.0157477758213061415142984930402767436415282536003625769321455641463159378031,-0.0000000000287758867587634890050928540690350740605086450608139360853082564914050980167,0.0000000000292290429731240869684614639596884786281142786793559359149329651765822744712,0.000000000000453156214360597963368609890653404567605633618541999829624710574521952380202,0.000000000000453156214360597963368609890653404567605633618541999829624710574521952380202,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/4:s=1,BOTH,1/512,1/4,1,0.996525338804370421671272675736961451247165532879818594104308390022675735926,0.998261156400918565276660359415607906432878909065366073379009651856657941678,0.00000000121484436913798948656448026020362954568228593094322640618371202222885604058,0.998261157615762934414649845980088166636508454747652004322236058040369967233,0.00000000242547122464065611933426521135519398516517465370613496428928573755826020519,-0.00173884359908143472333964058439209356712109093463392662099034814334205832175,0.00000000000421751511116969502097497153922620364179438029255265743252285104230741718008,-0.00000000000422484871031143336308683075062339466340095471335383703180013237230177016982,-0.00000000000000733359914173834211185921139719102160657442080117959927727425673499391448993,0.00000000000000733359914173834211185921139719102160657442080117959927727425673499391448993,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/2:s=0,BOTH,1/512,1/2,0,0.992189192109637790256076388888888888888888888888888888888888888888888892914,0.996086941684828717364657549388177571609691654954332961795853894913260320652,-0.00000000164912676531114449572787516291015784134323755406321137695424755571207567457,0.996086940035701952053513053660302408699533813611095407732642517959012766409,-0.00000000328539757559034462300368556136683821517756182681908624226380907461535113599,-0.00391305831517128263534245061182242839030834504566703820414610508673967934785,-0.0000000000128559523123252803864661079821323948194063827365734707155809115302803874684,0.0000000000129062584035445886191014155547102662971309256139764783311821525448607718077,0.0000000000000503060912193082326353075725778714777245428774030076156012404542294528529856,0.0000000000000503060912193082326353075725778714777245428774030076156012404542294528529856,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
B,P04_s0_W2,P04,W2,REVISED,BOTH:t=1/512:x=1/2:s=1,BOTH,1/512,1/2,1,0.992185807890362209743923611111111111111111111111111111111111111111111107086,0.996085239628097652606988141743703795626673453534081215447021572040045280222,0.00000000164912951434231697617111046962765897119445560558094833719205038681848592613,0.996085241277227166949305117914814265254332424728536821027969909232095663172,0.00000000328539748752467543742281620947654506378353216709496990068569735355356682164,-0.00391476037190234739301185825629620437332654646591878455297842795995471977769,0.0000000000128615438795866699943309829899797700150576573932708411242857630263486737871,-0.0000000000129118937417637326892818324300718187215697398855909438980712181309021901388,-0.0000000000000503498621770626949508494400920487065120824923201027737854626766818852877886,0.0000000000000503498621770626949508494400920487065120824923201027737854626766818852877886,APPLIED,b6dca65eee2726e2480b8255d1582aa5c3b0607d43c29a3cb7403174dabaa41d
